Kernel Name,Number Of Runs,CU Full Name,Minimum Time (ms),Average Time (ms),Maximum Time (ms),PowerConsumption,DPU Performance(GOP/s),Mem IO(MB),Mem Bandwidth(MB/s)
ResidualBlock-in_192x7x7-out_192-k_3-e_4-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.320926177,1.309543807,0.544604487,0.061111718,19.03041375,0.11,847.1335169
ResidualBlock-in_192x7x7-out_192-k_3-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.300069781,1.240053345,1.300262198,0.088802819,11.4872908,0.547095937,357.5251224
ResidualBlock-in_136x14x14-out_192-k_7-e_3-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.620840125,1.838149086,1.592396202,0.027930498,4.820758516,0.217931917,547.5728604
ResidualBlock-in_48x28x28-out_48-k_5-e_6-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.512749243,1.057501839,1.257070763,0.003,15.50148627,0.553619242,1478.878187
ResidualBlock-in_48x28x28-out_96-k_3-e_3-s_2-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,2.219369367,1.191557827,2.003134985,0.031076468,8.622325094,0.11,1064.733269
ResidualBlock-in_96x14x14-out_96-k_3-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.37438352,0.494398414,2.932842171,0.051626546,12.99180857,0.745674842,148.121
ResidualBlock-in_32x56x56-out_32-k_5-e_6-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.618323964,1.148861699,1.963704883,0.039981066,18.7542618,1.115888559,148.121
ResidualBlock-in_192x7x7-out_192-k_5-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.312,1.452678471,0.486,0.040602312,9.35070988,0.11,922.4080524
ResidualBlock-in_96x14x14-out_136-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.261919672,1.174488602,3.864865186,0.114081462,20.79670674,1.451879772,334.8148698
ResidualBlock-in_48x28x28-out_48-k_5-e_3-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.48061173,1.403357116,1.217160682,0.032434609,15.37744843,1.354675189,525.4183575
ResidualBlock-in_96x14x14-out_96-k_7-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,2.368111661,1.458185637,2.078565308,0.100390915,11.63217568,0.11,148.121
ResidualBlock-in_24x112x112-out_24-k_5-e_1-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.483248608,1.061549561,0.486,0.073394261,7.86797054,0.11,169.8330102
ResidualBlock-in_32x56x56-out_48-k_3-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.493933616,0.318,1.673797275,0.036364096,8.689670148,0.388553414,216.1090208
ResidualBlock-in_32x56x56-out_48-k_3-e_6-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.051976962,0.839769698,2.177898489,0.085146755,15.92136464,0.304724008,148.121
ResidualBlock-in_192x7x7-out_192-k_5-e_4-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.417946339,0.318,1.446952331,0.05236366,16.21231421,1.13669752,711.4759777
ResidualBlock-in_24x112x112-out_32-k_7-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.507878082,0.700625537,0.899889698,0.041577658,10.20109781,0.660741273,1150.464824
ResidualBlock-in_192x7x7-out_192-k_3-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.742704158,1.168675175,1.655521418,0.063048301,12.0212177,1.189131066,638.6745248
ResidualBlock-in_24x112x112-out_24-k_5-e_1-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.542733851,1.679608684,0.959268377,0.082716842,9.277820915,0.124203931,951.8459739
ResidualBlock-in_32x56x56-out_48-k_5-e_4-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.291052901,1.329653044,1.929792823,0.05641335,9.383425737,0.569942009,148.121
ResidualBlock-in_96x14x14-out_96-k_7-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.73356719,1.315608,1.233605619,0.125678097,11.9279148,0.636673529,523.7621516
ResidualBlock-in_96x14x14-out_136-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.856650503,1.01999863,0.892679297,0.029199358,15.84418056,0.625356602,726.3211897
ResidualBlock-in_192x7x7-out_192-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.549772096,1.84903363,2.209632401,0.095982643,14.23017883,0.645148757,343.4313777
ResidualBlock-in_96x14x14-out_136-k_3-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.660127961,0.99067493,0.486,0.112813105,14.12490616,0.612925365,1489.665177
ResidualBlock-in_32x56x56-out_48-k_5-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.56509836,1.271753613,3.036671539,0.074273597,9.688710425,0.11,319.8540434
ResidualBlock-in_48x28x28-out_96-k_7-e_3-s_2-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.722600853,0.318,1.87234774,0.019269103,12.99747377,0.29332505,278.4265581
ResidualBlock-in_32x56x56-out_48-k_3-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.72505141,0.611655294,3.819693853,0.021152914,15.36932161,0.11,1363.182848
ResidualBlock-in_192x7x7-out_192-k_3-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.803647714,0.835971356,0.486,0.05485567,13.3272611,0.809899466,548.9610866
ResidualBlock-in_136x14x14-out_192-k_5-e_4-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.498903118,0.318,1.404623907,0.012503928,18.63623766,0.491236244,220.414456
ResidualBlock-in_96x14x14-out_96-k_5-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.388021546,0.554763743,0.792892511,0.03586718,7.145695213,0.11,148.121
ResidualBlock-in_24x112x112-out_24-k_7-e_1-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.988366085,1.344757007,0.87220377,0.063282969,11.14700658,0.955968934,601.9206037
ResidualBlock-in_32x56x56-out_48-k_7-e_6-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.637148104,0.318,0.486,0.048413773,14.75228377,0.650134343,148.121
ResidualBlock-in_136x14x14-out_136-k_3-e_4-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.073458266,1.218998257,2.503853249,0.086691972,18.21789243,0.32364376,417.9848393
ResidualBlock-in_32x56x56-out_48-k_5-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,2.138335561,0.59517578,0.897319594,0.122647766,16.39807423,0.722876613,539.9993032
ResidualBlock-in_96x14x14-out_96-k_7-e_4-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.981034988,0.668053618,1.852930297,0.094682318,7.846908347,0.428309805,489.8302797
ResidualBlock-in_136x14x14-out_136-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.036892141,1.8847594,0.486,0.099329691,0.914581523,0.11,722.9393253
ResidualBlock-in_32x56x56-out_32-k_5-e_4-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.807038621,1.031332742,0.486,0.051879015,20.6044527,0.11,1046.392794
Conv_in-192x7x7_out-1152_k-1_act-h_swish,500,DPUCZDX8G_1:batch-1,0.794469161,0.34513989,0.919116808,0.054613233,12.14779332,0.11,627.2060117
ResidualBlock-in_136x14x14-out_192-k_5-e_4-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.988053657,0.387041799,0.950434921,0.094049587,12.30535485,0.363434858,1230.266665
ResidualBlock-in_24x112x112-out_32-k_7-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.785744454,1.912107222,1.141585161,0.00648978,11.74074925,1.73,148.121
ResidualBlock-in_24x112x112-out_32-k_3-e_6-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.745027128,1.182622048,0.944398917,0.05100578,19.28727052,0.11,569.9938967
ResidualBlock-in_96x14x14-out_136-k_5-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.092039797,0.921720985,1.127803035,0.058998545,6.167870129,0.236261783,209.9463701
ResidualBlock-in_136x14x14-out_136-k_3-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.305147143,1.535145048,0.919259866,0.092475863,19.20748459,1.083525933,809.2831705
Conv_in-192x7x7_out-1152_k-1_act-h_swish,500,DPUCZDX8G_1:batch-1,1.434049988,0.318,2.997811784,0.072014535,10.21496379,0.406259356,621.5513642
ResidualBlock-in_48x28x28-out_48-k_7-e_3-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.005604317,0.318,2.055380382,0.070000892,16.41292275,0.851882396,906.4788706
ResidualBlock-in_32x56x56-out_32-k_7-e_3-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,2.180580019,1.228278906,2.34807973,0.079532805,11.91637505,1.476665198,148.121
ResidualBlock-in_32x56x56-out_32-k_5-e_4-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.558806034,0.939148477,1.198056799,0.003,8.181407018,0.642915177,582.1452327
ResidualBlock-in_192x7x7-out_192-k_3-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.529605871,1.470897416,2.584637926,0.003,9.979194335,0.31541604,1219.827067
ResidualBlock-in_192x7x7-out_192-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.899742293,1.270389338,2.314605966,0.03685613,16.82077574,0.11,159.7861505
ResidualBlock-in_24x112x112-out_32-k_5-e_4-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.681956945,1.663488978,1.288048805,0.003488225,10.88492719,0.336392925,830.6425431
ResidualBlock-in_192x7x7-out_192-k_5-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.944477405,1.668598902,1.862278491,0.080686288,13.0399152,0.896892262,148.121
ResidualBlock-in_96x14x14-out_136-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.638807821,0.788146239,0.589200643,0.012068741,11.56203207,1.226864317,148.121
ResidualBlock-in_24x112x112-out_32-k_3-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.507638954,0.817396551,2.521849917,0.073877448,10.10971289,0.11,1215.298039
ResidualBlock-in_32x56x56-out_48-k_7-e_4-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.557542945,0.318,1.41691293,0.047834654,13.6811146,0.389940555,822.6185227
ResidualBlock-in_136x14x14-out_136-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.815512512,1.277681262,2.526878752,0.032784567,5.359382824,0.263186384,459.8322416
ResidualBlock-in_96x14x14-out_96-k_3-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.312,1.89071928,0.656872885,0.074719673,5.087907178,0.769138655,500.6649945
ResidualBlock-in_32x56x56-out_32-k_7-e_3-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.8926066,0.960403019,1.394108331,0.084042205,13.94523817,0.796332742,818.7520972
ResidualBlock-in_96x14x14-out_136-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.914290977,1.847310589,0.486,0.077355819,9.379030554,0.145675824,281.9134629
ResidualBlock-in_136x14x14-out_192-k_5-e_3-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.954988183,0.446450406,0.97694576,0.047082395,19.06930187,0.577478012,148.121
ResidualBlock-in_136x14x14-out_136-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.397536883,1.097345498,1.440340994,0.058501037,14.83303561,0.536093796,327.1553192
ResidualBlock-in_136x14x14-out_136-k_3-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.550914644,0.74507863,1.590440996,0.107094635,7.876992871,1.025886722,990.6661291
ResidualBlock-in_136x14x14-out_136-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.365069687,1.771835614,1.214939437,0.015155652,18.57726024,0.895765155,319.1503805
ResidualBlock-in_96x14x14-out_96-k_7-e_4-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,2.118812555,1.24246759,0.972901043,0.088712593,13.57855763,0.11,522.610996
ResidualBlock-in_32x56x56-out_48-k_5-e_6-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.790183451,1.579915949,1.541169535,0.049747957,17.97985343,0.869177011,849.3180621
ResidualBlock-in_96x14x14-out_136-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.944180395,0.318,1.749558062,0.081325731,15.72847602,0.115754876,549.7684848
ResidualBlock-in_32x56x56-out_48-k_7-e_6-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.447878341,1.51819494,1.784089332,0.060703372,2.123937943,0.851948191,1128.769728
ResidualBlock-in_48x28x28-out_96-k_3-e_3-s_2-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.290994046,1.083379419,0.767722789,0.041595574,8.39200234,0.11,637.0202856
ResidualBlock-in_136x14x14-out_192-k_5-e_3-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.312,1.698623825,2.91187248,0.103410543,10.04594588,0.219906848,1093.633619
ResidualBlock-in_48x28x28-out_48-k_7-e_6-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.547048212,0.777199522,2.232689364,0.034452951,10.83656397,0.11,571.1190764
ResidualBlock-in_48x28x28-out_48-k_3-e_6-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.160654853,1.735937117,1.185987185,0.017822612,6.896625256,0.11,978.5850874
ResidualBlock-in_136x14x14-out_136-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.390739789,1.024704842,2.329575005,0.05162214,13.1096342,1.73,148.121
ResidualBlock-in_32x56x56-out_32-k_5-e_6-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.378224814,0.336409654,0.486,0.070198169,11.7557231,0.11383512,985.6478204
ResidualBlock-in_32x56x56-out_48-k_5-e_6-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.915216123,1.534689941,1.318801646,0.061656242,5.678766226,0.632615409,855.7694264
ResidualBlock-in_96x14x14-out_136-k_5-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.061115969,0.660811677,1.606892772,0.048765738,16.73597952,1.222691463,1584.524887
Conv_in-192x7x7_out-1152_k-1_act-h_swish,500,DPUCZDX8G_1:batch-1,1.022729223,0.984780894,1.342665334,0.070570786,14.66885985,0.286098254,623.9830885
ResidualBlock-in_192x7x7-out_192-k_7-e_4-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.953751396,0.89631914,0.813638315,0.030882373,16.30347612,1.496021736,229.8791161
ResidualBlock-in_96x14x14-out_96-k_3-e_3-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.506429744,0.98639257,1.234459958,0.04941985,15.60373297,1.259654063,981.2040835
ResidualBlock-in_96x14x14-out_136-k_3-e_4-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.218153437,1.328628652,2.545778683,0.02711694,16.75878418,0.631907871,148.121
ResidualBlock-in_48x28x28-out_96-k_3-e_6-s_2-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.312,1.263249768,0.880140285,0.019075549,25.527,0.11,929.560217
ResidualBlock-in_192x7x7-out_192-k_7-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.840701386,1.095246413,1.253647395,0.063894855,11.50110428,0.657192494,891.5378755
ResidualBlock-in_32x56x56-out_48-k_7-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.945287438,1.449419618,1.563632622,0.058346521,12.05617774,0.11,1072.111237
ResidualBlock-in_96x14x14-out_96-k_3-e_3-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.017247967,1.448422147,1.839140401,0.017713887,17.18369157,0.11,368.4155356
ResidualBlock-in_136x14x14-out_136-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.493217607,1.636935247,0.530780089,0.003,19.34460231,1.24249152,594.1268116
ResidualBlock-in_96x14x14-out_96-k_7-e_3-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.786738166,1.050203578,1.80341458,0.0280884,13.56622286,1.404440135,1218.663723
ResidualBlock-in_192x7x7-out_192-k_5-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.312,1.30601188,1.64580136,0.043253073,17.88373381,0.11,547.6283753
ResidualBlock-in_96x14x14-out_96-k_7-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.753621339,0.851181444,1.40488678,0.042751802,7.24427044,0.11,990.6802388
ResidualBlock-in_136x14x14-out_192-k_3-e_6-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.827209551,1.263875515,1.388438479,0.02331386,15.57337834,0.11,343.6163152
ResidualBlock-in_136x14x14-out_192-k_7-e_3-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.863913834,0.474279007,2.545280507,0.105339632,8.855223381,0.533842324,887.8633957
ResidualBlock-in_32x56x56-out_48-k_5-e_6-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.818347577,1.491865718,1.329876672,0.003,9.476561003,0.653331955,190.6156025
ResidualBlock-in_32x56x56-out_48-k_3-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.350752525,0.886463123,1.47016116,0.063163919,12.99433816,0.678580352,425.9416201
ResidualBlock-in_136x14x14-out_136-k_3-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.01403684,0.848261539,1.985358709,0.071666708,15.34122986,0.296522105,148.121
ResidualBlock-in_24x112x112-out_32-k_3-e_6-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.051936854,0.320308361,1.858534377,0.003,10.71575199,0.500554097,269.4607294
ResidualBlock-in_96x14x14-out_136-k_3-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.504510779,0.66292296,0.486,0.080470695,16.78566082,1.168090801,470.4491936
Linear_in-1536_out-1000,500,DPUCZDX8G_1:batch-1,0.834639949,1.047020513,2.198052122,0.115044005,8.673731085,0.824929887,148.121
ResidualBlock-in_24x112x112-out_32-k_5-e_4-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.036228966,0.803463563,2.04503832,0.071483999,14.40751324,0.492979283,638.7184438
ResidualBlock-in_48x28x28-out_48-k_5-e_4-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.349610164,0.721934678,3.187761531,0.085666419,16.24686713,1.531867833,148.121
ResidualBlock-in_96x14x14-out_96-k_3-e_4-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.029030692,0.318,2.177702719,0.05166594,6.959135527,0.529821474,148.121
ResidualBlock-in_48x28x28-out_96-k_5-e_6-s_2-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.913441733,2.083389874,1.119738565,0.07111177,18.49074734,0.716750015,955.6072109
ResidualBlock-in_48x28x28-out_48-k_3-e_3-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.917831104,1.989089552,1.119485308,0.047731812,17.23456613,0.11,763.2760582
ResidualBlock-in_136x14x14-out_192-k_7-e_6-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.623568785,1.716735399,2.416652656,0.035694663,11.11855707,0.11,936.1354382
ResidualBlock-in_24x112x112-out_32-k_7-e_4-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.312,0.955737323,1.060374052,0.060824644,10.28043073,0.864797435,214.9692769
ResidualBlock-in_96x14x14-out_96-k_7-e_3-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,0.611566796,0.825625963,2.245182163,0.009991172,10.15644561,0.11569369,148.121
ResidualBlock-in_32x56x56-out_32-k_3-e_4-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,2.721769296,0.443120101,1.983854199,0.075068404,12.03572606,0.538178752,921.4408642
Linear_in-1536_out-1000,500,DPUCZDX8G_1:batch-1,1.563093554,0.696978674,1.675213095,0.003,7.727754979,1.73,1246.80757
Conv_in-1152x1x1_out-1536_k-1_act-h_swish,500,DPUCZDX8G_1:batch-1,1.121406683,1.459287263,0.89613133,0.048161884,12.95246071,0.953632093,427.470004
ResidualBlock-in_96x14x14-out_96-k_3-e_3-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.911147201,1.094416971,1.711417125,0.009233333,14.28886096,0.689791092,1040.367975
ResidualBlock-in_192x7x7-out_192-k_5-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.981322725,0.318,3.037955447,0.065946531,10.14495657,0.942585306,164.5169423
ResidualBlock-in_24x112x112-out_32-k_5-e_6-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.650228471,1.170163354,2.353788995,0.100731214,16.52344024,1.230880827,831.803433
ResidualBlock-in_96x14x14-out_136-k_7-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.372672119,0.981452768,2.425985514,0.019342532,11.1857271,0.11,1353.183582
ResidualBlock-in_96x14x14-out_96-k_5-e_6-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.156720247,1.38094169,3.222183333,0.024670672,18.8246943,0.412651527,729.5400644
ResidualBlock-in_96x14x14-out_136-k_5-e_4-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.093796717,1.507022138,0.835215358,0.020610904,9.039195946,0.379865271,1108.912202
ResidualBlock-in_136x14x14-out_192-k_7-e_6-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.261590226,0.535774891,1.890819241,0.033188397,15.66915395,0.11,182.9090013
ResidualBlock-in_24x112x112-out_32-k_7-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.948560146,0.82359093,1.03797661,0.01393074,14.25815277,0.139476944,605.2957251
ResidualBlock-in_136x14x14-out_136-k_5-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.084457516,0.318,0.769601615,0.068035293,8.350577576,0.11,1188.07698
ResidualBlock-in_136x14x14-out_192-k_7-e_4-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,2.050839634,1.411987215,0.486,0.036667105,11.22808385,0.538144757,148.121
ResidualBlock-in_24x112x112-out_32-k_5-e_4-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.312,0.591489276,1.813672556,0.06449219,8.280388638,0.571495708,853.7511534
ResidualBlock-in_24x112x112-out_32-k_5-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.923180844,0.318,1.835609852,0.042414109,18.93273406,0.535099434,1923.635
ResidualBlock-in_96x14x14-out_136-k_3-e_3-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.469715025,1.546672086,2.523872763,0.080642821,10.53614147,0.11,148.121
ResidualBlock-in_48x28x28-out_48-k_5-e_4-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.673532983,1.552356347,1.138220327,0.076685596,7.656819946,0.11,148.121
ResidualBlock-in_96x14x14-out_96-k_7-e_3-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.654095095,1.37707237,1.347906482,0.075918043,18.18094428,1.73,381.0534567
ResidualBlock-in_96x14x14-out_96-k_5-e_4-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.04794291,0.318,2.655016639,0.056093104,11.66708809,0.706983729,850.1696361
ResidualBlock-in_24x112x112-out_32-k_5-e_4-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.934351818,1.584183133,0.578622203,0.069654482,8.133813397,0.935384805,960.0936394
ResidualBlock-in_24x112x112-out_32-k_7-e_4-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.850904518,1.314373785,2.462130435,0.033357318,11.30661973,0.6620343,361.5065151
Conv_in-192x7x7_out-1152_k-1_act-h_swish,500,DPUCZDX8G_1:batch-1,0.312,0.577360317,0.486,0.091814589,11.10298833,0.538040858,483.4224459
ResidualBlock-in_24x112x112-out_24-k_3-e_1-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.8820629,0.318,0.842712106,0.049513037,6.916066452,0.118284017,638.0481054
ResidualBlock-in_48x28x28-out_96-k_5-e_3-s_2-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.43003362,1.538692557,2.726876469,0.047984017,8.38722894,0.611198032,270.1422694
ResidualBlock-in_136x14x14-out_192-k_3-e_4-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.439350136,0.843395107,0.843970138,0.090322182,9.734430241,0.574367264,1014.23174
ResidualBlock-in_24x112x112-out_32-k_5-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.656448967,1.34168282,0.672361995,0.042011346,9.63897795,0.928499757,575.4275307
ResidualBlock-in_48x28x28-out_48-k_7-e_6-s_1-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,0.542127611,0.96225189,2.452910761,0.088831894,20.96911838,0.11,1059.58995
ResidualBlock-in_32x56x56-out_48-k_3-e_3-s_2-act_relu-use_se_True,500,DPUCZDX8G_1:batch-1,1.335565667,0.336190381,0.486,0.084991451,9.137125864,0.11,503.45915
ResidualBlock-in_32x56x56-out_32-k_3-e_4-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.347144995,0.568490908,1.108362711,0.081162049,24.70729429,1.571166611,803.3492169
ResidualBlock-in_136x14x14-out_192-k_5-e_4-s_2-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,0.776067104,1.277369633,2.051054,0.028494568,6.27966787,0.981911977,1082.886388
ResidualBlock-in_96x14x14-out_96-k_3-e_4-s_1-act_h_swish-use_se_False,500,DPUCZDX8G_1:batch-1,1.065517461,0.706958084,2.496258407,0.026695045,6.342500206,0.990401396,688.3245742
ResidualBlock-in_24x112x112-out_32-k_5-e_3-s_2-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,1.185850253,0.318,2.540498649,0.048826576,14.89038698,1.73,148.121
ResidualBlock-in_192x7x7-out_192-k_3-e_6-s_1-act_h_swish-use_se_True,500,DPUCZDX8G_1:batch-1,1.137467286,0.697780173,1.580714948,0.053407121,10.87799027,0.11,786.7118666
ResidualBlock-in_24x112x112-out_24-k_7-e_1-s_1-act_relu-use_se_False,500,DPUCZDX8G_1:batch-1,0.589926467,1.066620009,1.827098687,0.042126119,11.74130089,0.401615198,283.6084061
